«Êtes-vous?»,0,instructions,0,Exercice:,0,0,E1
artiste,positive,encoding,self,'Êtes-vous?’,OUI(gauche)            NON(droite),0,E1
hilarante,positive,encoding,self,'Êtes-vous?’,OUI(gauche)            NON(droite),0,E1
joueuse,positive,encoding,self,'Êtes-vous?’,OUI(gauche)            NON(droite),0,E1
aigrie,negative,encoding,self,'Êtes-vous?’,OUI(gauche)            NON(droite),0,E1
coquette,negative,encoding,self,'Êtes-vous?’,OUI(gauche)            NON(droite),0,E1
modérée,neutral,encoding,self,'Êtes-vous?’,OUI(gauche)            NON(droite),0,E1
«Marion est-elle?»,0,instructions,0,Exercice:,  ,0,E1
méchante,negative,encoding,other,'Marion est-elle?’,OUI(gauche)            NON(droite),0,E1
rationnelle,positive,encoding,other,'Marion est-elle?’,OUI(gauche)            NON(droite),0,E1
compétitive,positive,encoding,other,'Marion est-elle?’,OUI(gauche)            NON(droite),0,E1
ingénieuse,neutral,encoding,other,'Marion est-elle?’,OUI(gauche)            NON(droite),0,E1
conformiste,negative,encoding,other,'Marion est-elle?’,OUI(gauche)            NON(droite),0,E1
convaincante,neutral,encoding,other,'Marion est-elle?’,OUI(gauche)            NON(droite),0,E1
+,0,rest_pre,0,0,0,0,E1-R1
«Avez-vous vu?»,0,instructions,0,Exercice:,0,0,R1
joueuse,positive,recognition,self,'Avez-vous vu?’,OUI(gauche)            NON(droite),old,R1
équilibrée,positive,recognition,0,'Avez-vous vu?’,OUI(gauche)            NON(droite),new,R1
artiste,positive,recognition,self,'Avez-vous vu?’,OUI(gauche)            NON(droite),old,R1
hilarante,positive,recognition,self,'Avez-vous vu?’,OUI(gauche)            NON(droite),old,R1
convaincante,neutral,recognition,other,'Avez-vous vu?’,OUI(gauche)            NON(droite),new,R1
imprudente,negative,recognition,0,'Avez-vous vu?’,OUI(gauche)            NON(droite),new,R1
méchante,negative,recognition,other,'Avez-vous vu?’,OUI(gauche)            NON(droite),old,R1
coquette,negative,recognition,self,'Avez-vous vu?’,OUI(gauche)            NON(droite),old,R1
comique,positive,recognition,0,'Avez-vous vu?’,OUI(gauche)            NON(droite),new,R1
théâtrale,neutral,recognition,0,'Avez-vous vu?’,OUI(gauche)            NON(droite),new,R1
aigrie,negative,recognition,self,'Avez-vous vu?’,OUI(gauche)            NON(droite),old,R1
honnête,positive,recognition,0,'Avez-vous vu?’,OUI(gauche)            NON(droite),new,R1
conformiste,negative,recognition,other,'Avez-vous vu?’,OUI(gauche)            NON(droite),old,R1
ingénieuse,neutral,recognition,other,'Avez-vous vu?’,OUI(gauche)            NON(droite),old,R1
optimiste,positive,recognition,0,'Avez-vous vu?’,OUI(gauche)            NON(droite),new,R1
angoissée,negative,recognition,0,'Avez-vous vu?’,OUI(gauche)            NON(droite),new,R1
modérée,neutral,recognition,self,'Avez-vous vu?’,OUI(gauche)            NON(droite),old,R1
odieuse,negative,recognition,0,'Avez-vous vu?’,OUI(gauche)            NON(droite),new,R1
sadique,negative,recognition,0,'Avez-vous vu?’,OUI(gauche)            NON(droite),new,R1
