«Êtes-vous?»,0,instructions,0,Exercice:,0,0, ,E4
nonchalant,neutral,encoding,self,'Êtes-vous?’,OUI(gauche)            NON(droite),0,0,E4
casse-cou,positive,encoding,self,'Êtes-vous?’,OUI(gauche)            NON(droite),0,0,E4
pointilleux,negative,encoding,self,'Êtes-vous?’,OUI(gauche)            NON(droite),0,0,E4
social,positive,encoding,self,'Êtes-vous?’,OUI(gauche)            NON(droite),0,0,E4
original,positive,encoding,self,'Êtes-vous?’,OUI(gauche)            NON(droite),0,0,E4
incompétent,negative,encoding,self,'Êtes-vous?’,OUI(gauche)            NON(droite),0,0,E4
«Gad est-il?»,0,instructions,0,Exercice:,0,0, ,E4
aimable,positive,encoding,other,'Gad est-il?’,OUI(gauche)            NON(droite),0,0,E4
stupide,negative,encoding,other,'Gad est-il?’,OUI(gauche)            NON(droite),0,0,E4
inquiet,negative,encoding,other,'Gad est-il?’,OUI(gauche)            NON(droite),0,0,E4
sournois,negative,encoding,other,'Gad est-il?’,OUI(gauche)            NON(droite),0,0,E4
impoli,negative,encoding,other,'Gad est-il?’,OUI(gauche)            NON(droite),0,0,E4
jaloux,negative,encoding,other,'Gad est-il?’,OUI(gauche)            NON(droite),0,0,E4
+,0,rest_pre,0,0,0,0,0,E4-R4
«Avez-vous vu?»,0,instructions,0,Exercice:,0,0, ,R4
aimable,positive,recognition,other,'Avez-vous vu?’,OUI(gauche)            NON(droite),old,2,R4
original,positive,recognition,self,'Avez-vous vu?’,OUI(gauche)            NON(droite),old,2,R4
impitoyable,negative,recognition,0,'Avez-vous vu?’,OUI(gauche)            NON(droite),new,4,R4
entier,positive,recognition,0,'Avez-vous vu?’,OUI(gauche)            NON(droite),new,4,R4
stupide,negative,recognition,other,'Avez-vous vu?’,OUI(gauche)            NON(droite),old,2,R4
morne,negative,recognition,0,'Avez-vous vu?’,OUI(gauche)            NON(droite),new,4,R4
casse-cou,positive,recognition,self,'Avez-vous vu?’,OUI(gauche)            NON(droite),old,2,R4
méprisant,negative,recognition,0,'Avez-vous vu?’,OUI(gauche)            NON(droite),new,4,R4
bruyant,neutral,recognition,0,'Avez-vous vu?’,OUI(gauche)            NON(droite),new,4,R4
impoli,negative,recognition,other,'Avez-vous vu?’,OUI(gauche)            NON(droite),old,2,R4
inquiet,negative,recognition,other,'Avez-vous vu?’,OUI(gauche)            NON(droite),old,2,R4
invincible,neutral,recognition,0,'Avez-vous vu?’,OUI(gauche)            NON(droite),new,4,R4
rouspéteur,negative,recognition,0,'Avez-vous vu?’,OUI(gauche)            NON(droite),new,4,R4
consistant,positive,recognition,0,'Avez-vous vu?’,OUI(gauche)            NON(droite),new,4,R4
pointilleux,negative,recognition,self,'Avez-vous vu?’,OUI(gauche)            NON(droite),old,2,R4
jaloux,negative,recognition,other,'Avez-vous vu?’,OUI(gauche)            NON(droite),old,2,R4
nonchalant,neutral,recognition,self,'Avez-vous vu?’,OUI(gauche)            NON(droite),old,2,R4
perspicace,negative,recognition,0,'Avez-vous vu?’,OUI(gauche)            NON(droite),new,4,R4
confiant,positive,recognition,0,'Avez-vous vu?’,OUI(gauche)            NON(droite),new,4,R4
social,positive,recognition,self,'Avez-vous vu?’,OUI(gauche)            NON(droite),old,2,R4
vertueux,positive,recognition,0,'Avez-vous vu?’,OUI(gauche)            NON(droite),new,4,R4
craintif,negative,recognition,0,'Avez-vous vu?’,OUI(gauche)            NON(droite),new,4,R4
sournois,negative,recognition,other,'Avez-vous vu?’,OUI(gauche)            NON(droite),old,2,R4
incompétent,negative,recognition,self,'Avez-vous vu?’,OUI(gauche)            NON(droite),old,2,R4
+,0,rest_post,0,0,0,0,0,R4-E5
«Gad est-il?»,0,instructions,0,Exercice:,0,0, ,E5
talentueux,positive,encoding,other,'Gad est-il?’,OUI(gauche)            NON(droite),0,0,E5
bien-pensant,neutral,encoding,other,'Gad est-il?’,OUI(gauche)            NON(droite),0,0,E5
puéril,negative,encoding,other,'Gad est-il?’,OUI(gauche)            NON(droite),0,0,E5
irritable,negative,encoding,other,'Gad est-il?’,OUI(gauche)            NON(droite),0,0,E5
futé,negative,encoding,other,'Gad est-il?’,OUI(gauche)            NON(droite),0,0,E5
discret,negative,encoding,other,'Gad est-il?’,OUI(gauche)            NON(droite),0,0,E5
«Êtes-vous?»,0,instructions,0,Exercice:,0,0, ,E5
déraisonnable,negative,encoding,self,'Êtes-vous?’,OUI(gauche)            NON(droite),0,0,E5
passionnant,positive,encoding,self,'Êtes-vous?’,OUI(gauche)            NON(droite),0,0,E5
solide,positive,encoding,self,'Êtes-vous?’,OUI(gauche)            NON(droite),0,0,E5
manuel,negative,encoding,self,'Êtes-vous?’,OUI(gauche)            NON(droite),0,0,E5
sincère,positive,encoding,self,'Êtes-vous?’,OUI(gauche)            NON(droite),0,0,E5
humble,positive,encoding,self,'Êtes-vous?’,OUI(gauche)            NON(droite),0,0,E5
+,0,rest_pre,0,0,0,0,0,E5-R5
