onset,duration,trial_type,response
0.0228,8.8226,p_startup,other
8.8621,0.4226,grid,other
9.2847,1.5226,6_dots_control,other
10.8073,3.0226,maintenance,other
15.2846,1.5226,response,miss
16.8239,0.4226,grid,other
17.2465,1.5226,2_dots,other
18.769,3.0226,maintenance,other
23.2465,2.5226,response,miss
25.7857,0.4226,grid,other
26.2083,1.5226,2_dots,other
27.7308,3.0226,maintenance,other
32.2083,4.5226,response,miss
36.7476,0.4226,grid,other
37.1702,1.5226,4_dots_control,other
38.6927,3.0226,maintenance,other
43.1702,6.0226,response,miss
49.2094,0.4226,grid,other
49.632,1.5226,2_dots_control,other
51.1546,3.0226,maintenance,other
55.632,2.0226,response,miss
57.6713,0.4226,grid,other
58.0938,1.5226,4_dots,other
59.6164,3.0226,maintenance,other
64.0938,1.5226,response,miss
65.6331,0.4226,grid,other
66.0557,1.5226,2_dots_control,other
67.5782,3.0226,maintenance,other
72.0557,1.5226,response,miss
73.5949,0.4226,grid,other
74.0175,1.5226,6_dots,other
75.5401,3.0226,maintenance,other
80.0175,4.5226,response,miss
84.5568,0.4226,grid,other
84.9794,1.5226,2_dots_control,other
86.5019,3.0226,maintenance,other
90.9794,1.0226,response,miss
92.0186,0.4226,grid,other
92.4412,1.5226,6_dots_control,other
93.9637,3.0226,maintenance,other
98.4412,4.5226,response,miss
102.9804,0.4226,grid,other
103.403,1.5226,6_dots,other
104.9256,3.0226,maintenance,other
109.403,3.5226,response,miss
112.9423,0.4226,grid,other
113.3648,1.5226,2_dots_control,other
114.8874,3.0226,maintenance,other
119.3649,1.5226,response,miss
120.9041,0.4226,grid,other
121.3267,1.5226,4_dots_control,other
122.8493,3.0226,maintenance,other
127.3267,1.5226,response,miss
128.8659,0.4226,grid,other
129.2885,1.5226,6_dots,other
130.8111,3.0226,maintenance,other
135.2885,2.5226,response,miss
137.8278,0.4226,grid,other
138.2503,1.5226,4_dots_control,other
139.7729,3.0226,maintenance,other
144.2503,3.5226,response,miss
147.7896,0.4226,grid,other
148.2122,1.5226,6_dots_control,other
149.7348,3.0226,maintenance,other
154.2122,1.5226,response,miss
155.7515,0.4226,grid,other
156.174,1.5226,4_dots_control,other
157.6966,3.0226,maintenance,other
162.1741,2.0226,response,miss
164.2133,0.4226,grid,other
164.6359,1.5226,4_dots,other
166.1584,3.0226,maintenance,other
170.6359,4.0226,response,miss
174.6751,0.4226,grid,other
175.0977,1.5226,6_dots,other
176.6203,3.0226,maintenance,other
181.0977,6.0226,response,miss
187.137,0.4226,grid,other
187.5595,1.5226,6_dots_control,other
189.0821,3.0226,maintenance,other
193.5595,3.0226,response,miss
196.5988,0.4226,grid,other
197.0214,1.5226,6_dots_control,other
198.5439,3.0225,maintenance,other
203.0214,2.5226,response,miss
205.5607,0.4226,grid,other
205.9832,1.5226,2_dots,other
207.5058,3.0226,maintenance,other
211.9832,1.5226,response,miss
213.5225,0.4226,grid,other
213.945,1.5226,4_dots,other
215.4677,3.0226,maintenance,other
219.945,1.5226,response,miss
221.4843,0.4226,grid,other
221.9069,1.5226,4_dots_control,other
223.4294,3.0226,maintenance,other
227.9069,3.5226,response,miss
231.4461,0.4226,grid,other
231.8687,1.5226,4_dots_control,other
233.3913,3.0226,maintenance,other
237.8687,2.5226,response,miss
240.4079,0.4226,grid,other
240.8305,1.5226,4_dots,other
242.3531,3.0226,maintenance,other
246.8305,3.0226,response,miss
249.8698,0.4226,grid,other
250.2924,1.5226,2_dots,other
251.8149,3.0226,maintenance,other
256.2924,4.5226,response,miss
260.8316,0.4226,grid,other
261.2542,1.5226,4_dots,other
262.7768,3.0226,maintenance,other
267.2542,4.5226,response,miss
271.7935,0.4226,grid,other
272.216,1.5226,6_dots_control,other
273.7386,3.0226,maintenance,other
278.216,3.0226,response,miss
281.2553,0.4226,grid,other
281.6779,1.5226,2_dots_control,other
283.2005,3.0226,maintenance,other
287.6779,1.5226,response,miss
289.2171,0.4226,grid,other
289.6397,1.5226,6_dots,other
291.1623,3.0226,maintenance,other
295.6397,1.5226,response,miss
297.179,0.4226,grid,other
297.6015,1.5226,2_dots,other
299.1241,3.0225,maintenance,other
303.6015,5.0226,response,miss
308.6408,0.4226,grid,other
309.0634,1.5226,2_dots,other
310.5859,3.0226,maintenance,other
315.0634,6.0226,response,miss
321.1026,0.4226,grid,other
321.5252,1.5226,4_dots,other
323.0478,3.0226,maintenance,other
327.5252,4.5226,response,miss
332.0644,0.4226,grid,other
332.487,1.5226,6_dots,other
334.0096,3.0226,maintenance,other
338.487,4.0226,response,miss
342.5263,0.4226,grid,other
342.9488,1.5226,2_dots_control,other
344.4714,3.0226,maintenance,other
348.9488,1.5226,response,miss
350.4881,6.0226,Bfix,other
