onset,duration,trial_type,response
0.0228,8.8226,p_startup,other
8.862,0.4226,grid,other
9.2847,1.5226,6_dots,other
10.8073,3.0225,maintenance,other
15.2846,1.0226,response,miss
16.3239,0.4226,grid,other
16.7464,1.5226,2_dots_control,other
18.269,3.0226,maintenance,other
22.7465,2.0226,response,miss
24.7857,0.4226,grid,other
25.2083,1.5226,2_dots,other
26.7309,3.0226,maintenance,other
31.2083,3.0226,response,miss
34.2475,0.4226,grid,other
34.6701,1.5226,4_dots,other
36.1927,3.0226,maintenance,other
40.6701,2.0226,response,miss
42.7094,0.4226,grid,other
43.132,1.5226,6_dots_control,other
44.6545,3.0226,maintenance,other
49.132,1.5226,response,miss
50.6712,0.4226,grid,other
51.0938,1.5226,4_dots,other
52.6164,3.0226,maintenance,other
57.0938,1.0226,response,miss
58.133,0.4226,grid,other
58.5556,1.5226,4_dots_control,other
60.0782,3.0226,maintenance,other
64.5556,1.5226,response,miss
66.0948,0.4226,grid,other
66.5174,1.5226,6_dots_control,other
68.04,3.0226,maintenance,other
72.5174,2.5226,response,miss
75.0567,0.4226,grid,other
75.4793,1.5226,4_dots_control,other
77.0018,3.0226,maintenance,other
81.4793,3.5226,response,miss
85.0185,0.4226,grid,other
85.4411,1.5226,6_dots_control,other
86.9637,3.0226,maintenance,other
91.4411,4.5226,response,miss
95.9804,0.4226,grid,other
96.4029,1.5226,2_dots,other
97.9255,3.0226,maintenance,other
102.4029,1.5226,response,miss
103.9422,0.4226,grid,other
104.3648,1.5226,4_dots,other
105.8874,3.0226,maintenance,other
110.3648,3.0226,response,miss
113.404,0.4226,grid,other
113.8266,1.5226,4_dots_control,other
115.3492,3.0226,maintenance,other
119.8266,2.0226,response,miss
121.8659,0.4226,grid,other
122.2884,1.5226,6_dots,other
123.811,3.0226,maintenance,other
128.2884,1.5226,response,miss
129.8277,0.4226,grid,other
130.2503,1.5226,2_dots,other
131.7728,3.0226,maintenance,other
136.2503,4.0226,response,miss
140.2895,0.4226,grid,other
140.7121,1.5226,2_dots_control,other
142.2347,3.0226,maintenance,other
146.7121,2.0226,response,miss
148.7513,0.4226,grid,other
149.1739,1.5226,2_dots,other
150.6965,3.0226,maintenance,other
155.1739,3.0226,response,miss
158.2132,0.4226,grid,other
158.6358,1.5226,6_dots,other
160.1584,3.0226,maintenance,other
164.6358,1.0226,response,miss
165.675,0.4226,grid,other
166.0976,1.5226,2_dots,other
167.6202,3.0226,maintenance,other
172.0976,3.5226,response,miss
175.6369,0.4225,grid,other
176.0594,1.5226,2_dots,other
177.582,3.0226,maintenance,other
182.0594,2.5226,response,miss
184.5987,0.4226,grid,other
185.0213,1.5226,4_dots_control,other
186.5439,3.0226,maintenance,other
191.0213,5.5226,response,miss
196.5605,0.4226,grid,other
196.9831,1.5226,4_dots,other
198.5057,3.0226,maintenance,other
202.9831,1.5226,response,miss
204.5224,0.4226,grid,other
204.945,1.5226,6_dots_control,other
206.4675,3.0226,maintenance,other
210.945,5.0226,response,miss
215.9842,0.4226,grid,other
216.4068,1.5226,6_dots,other
217.9294,3.0226,maintenance,other
222.4068,6.0226,response,miss
228.446,0.4226,grid,other
228.8686,1.5226,4_dots_control,other
230.3912,3.0226,maintenance,other
234.8686,2.0226,response,miss
236.9079,0.4226,grid,other
237.3304,1.5226,2_dots_control,other
238.853,3.0226,maintenance,other
243.3304,1.5226,response,miss
244.8697,0.4226,grid,other
245.2923,1.5226,6_dots,other
246.8149,3.0226,maintenance,other
251.2923,4.0226,response,miss
255.3315,0.4226,grid,other
255.7541,1.5226,6_dots_control,other
257.2767,3.0226,maintenance,other
261.7541,6.0226,response,miss
267.7934,0.4226,grid,other
268.2159,1.5226,4_dots,other
269.7385,3.0226,maintenance,other
274.2159,3.0226,response,miss
277.2552,0.4226,grid,other
277.6778,1.5226,6_dots,other
279.2004,3.0226,maintenance,other
283.6778,4.0226,response,miss
287.717,0.4226,grid,other
288.1396,1.5226,2_dots_control,other
289.6622,3.0226,maintenance,other
294.1396,3.5226,response,miss
297.6788,0.4226,grid,other
298.1014,1.5226,2_dots_control,other
299.624,3.0226,maintenance,other
304.1014,1.5226,response,miss
305.6407,0.4226,grid,other
306.0632,1.5226,4_dots_control,other
307.5858,3.0226,maintenance,other
312.0632,2.0226,response,miss
314.1025,0.4226,grid,other
314.5251,1.5226,2_dots_control,other
316.0476,3.0226,maintenance,other
320.5251,5.5226,response,miss
326.0643,0.4226,grid,other
326.4869,1.5226,2_dots,other
328.0095,3.0226,maintenance,other
332.4869,6.0226,response,miss
338.5261,0.4226,grid,other
338.9487,1.5226,6_dots_control,other
340.4713,3.0226,maintenance,other
344.9487,3.0226,response,miss
347.988,7.2161,Bfix,other
