onset,duration,trial_type,response
0.0228,8.8226,p_startup,other
8.8621,0.4226,grid,other
9.2847,1.5226,6_dots_control,other
10.8073,3.0226,maintenance,other
15.2847,1.5226,response,miss
16.8239,0.4226,grid,other
17.2465,1.5226,2_dots,other
18.7691,3.0226,maintenance,other
23.2465,2.5226,response,miss
25.7857,0.4226,grid,other
26.2083,1.5226,2_dots,other
27.7309,3.0226,maintenance,other
32.2083,4.5226,response,miss
36.7475,0.4226,grid,other
37.1701,1.5226,4_dots_control,other
38.6927,3.0226,maintenance,other
43.1701,6.0226,response,miss
49.2094,0.4226,grid,other
49.6319,1.5226,2_dots_control,other
51.1545,3.0226,maintenance,other
55.6319,2.0226,response,miss
57.6712,0.4226,grid,other
58.0938,1.5226,4_dots,other
59.6164,3.0226,maintenance,other
64.0938,1.5226,response,miss
65.633,0.4226,grid,other
66.0556,1.5226,2_dots_control,other
67.5782,3.0226,maintenance,other
72.0556,1.5226,response,miss
73.5948,0.4226,grid,other
74.0174,1.5226,6_dots,other
75.54,3.0226,maintenance,other
80.0174,4.5226,response,miss
84.5567,0.4226,grid,other
84.9793,1.5226,2_dots_control,other
86.5019,3.0226,maintenance,other
90.9793,1.0226,response,miss
92.0185,0.4226,grid,other
92.4411,1.5226,6_dots_control,other
93.9637,3.0226,maintenance,other
98.4411,4.5226,response,miss
102.9804,0.4226,grid,other
103.4029,1.5226,6_dots,other
104.9255,3.0226,maintenance,other
109.4029,3.5226,response,miss
112.9422,0.4226,grid,other
113.3648,1.5226,2_dots_control,other
114.8873,3.0226,maintenance,other
119.3648,1.5226,response,miss
120.9041,0.4226,grid,other
121.3266,1.5226,4_dots_control,other
122.8492,3.0226,maintenance,other
127.3266,1.5226,response,miss
128.8659,0.4226,grid,other
129.2885,1.5226,6_dots,other
130.811,3.0226,maintenance,other
135.2885,2.5225,response,miss
137.8277,0.4226,grid,other
138.2503,1.5226,4_dots_control,other
139.7729,3.0226,maintenance,other
144.2503,3.5226,response,miss
147.7895,0.4226,grid,other
148.2121,1.5226,6_dots_control,other
149.7347,3.0226,maintenance,other
154.2121,1.5226,response,miss
155.7514,0.4226,grid,other
156.1739,1.5226,4_dots_control,other
157.6965,3.0226,maintenance,other
162.174,2.0226,response,miss
164.2132,0.4226,grid,other
164.6358,1.5226,4_dots,other
166.1584,3.0226,maintenance,other
170.6358,4.0226,response,miss
174.675,0.4226,grid,other
175.0976,1.5226,6_dots,other
176.6202,3.0226,maintenance,other
181.0976,6.0226,response,miss
187.1369,0.4226,grid,other
187.5594,1.5226,6_dots_control,other
189.082,3.0226,maintenance,other
193.5594,3.0226,response,miss
196.5987,0.4226,grid,other
197.0212,1.5226,6_dots_control,other
198.5438,3.0226,maintenance,other
203.0213,2.5226,response,miss
205.5605,0.4226,grid,other
205.9831,1.5226,2_dots,other
207.5057,3.0226,maintenance,other
211.9831,1.5226,response,miss
213.5223,0.4226,grid,other
213.9449,1.5226,4_dots,other
215.4675,3.0226,maintenance,other
219.9449,1.5226,response,miss
221.4842,0.4226,grid,other
221.9068,1.5226,4_dots_control,other
223.4293,3.0226,maintenance,other
227.9067,3.5226,response,miss
231.446,0.4226,grid,other
231.8686,1.5226,4_dots_control,other
233.3912,3.0226,maintenance,other
237.8686,2.5226,response,miss
240.4078,0.4226,grid,other
240.8304,1.5226,4_dots,other
242.353,3.0226,maintenance,other
246.8304,3.0226,response,miss
249.8697,0.4226,grid,other
250.2922,1.5226,2_dots,other
251.8148,3.0226,maintenance,other
256.2922,4.5226,response,miss
260.8315,0.4226,grid,other
261.2541,1.5226,4_dots,other
262.7766,3.0226,maintenance,other
267.2541,4.5226,response,miss
271.7933,0.4226,grid,other
272.2159,1.5226,6_dots_control,other
273.7385,3.0226,maintenance,other
278.2159,3.0226,response,miss
281.2551,0.4226,grid,other
281.6777,1.5226,2_dots_control,other
283.2003,3.0226,maintenance,other
287.6777,1.5226,response,miss
289.217,0.4226,grid,other
289.6395,1.5226,6_dots,other
291.1621,3.0226,maintenance,other
295.6395,1.5226,response,miss
297.1788,0.4226,grid,other
297.6014,1.5226,2_dots,other
299.124,3.0226,maintenance,other
303.6014,5.0226,response,miss
308.6406,0.4226,grid,other
309.0632,1.5226,2_dots,other
310.5858,3.0226,maintenance,other
315.0632,6.0226,response,miss
321.1025,0.4226,grid,other
321.5251,1.5226,4_dots,other
323.0476,3.0226,maintenance,other
327.5251,4.5226,response,miss
332.0643,0.4226,grid,other
332.4869,1.5226,6_dots,other
334.0095,3.0226,maintenance,other
338.4869,4.0226,response,miss
342.5261,0.4226,grid,other
342.9487,1.5226,2_dots_control,other
344.4713,3.0226,maintenance,other
348.9487,1.5226,response,miss
