onset,duration,trial_type,response
0.0228,8.8226,p_startup,other
8.862,0.4226,grid,other
9.2846,1.5226,6_dots_control,other
10.8072,3.0226,maintenance,other
15.2846,1.5226,response,miss
16.8239,0.4226,grid,other
17.2464,1.5226,2_dots,other
18.769,3.0226,maintenance,other
23.2464,2.5226,response,miss
25.7857,0.4226,grid,other
26.2083,1.5226,2_dots,other
27.7309,3.0226,maintenance,other
32.2083,4.5226,response,miss
36.7475,0.4226,grid,other
37.1701,1.5226,4_dots_control,other
38.6927,3.0226,maintenance,other
43.1701,6.0226,response,miss
49.2094,0.4226,grid,other
49.6319,1.5226,2_dots_control,other
51.1545,3.0226,maintenance,other
55.6319,2.0226,response,miss
57.6712,0.4226,grid,other
58.0938,1.5226,4_dots,other
59.6164,3.0226,maintenance,other
64.0938,1.5226,response,miss
65.633,0.4226,grid,other
66.0556,1.5226,2_dots_control,other
67.5782,3.0226,maintenance,other
72.0556,1.5226,response,miss
73.5948,0.4226,grid,other
74.0174,1.5226,6_dots,other
75.54,3.0226,maintenance,other
80.0174,4.5226,response,miss
84.5566,0.4226,grid,other
84.9792,1.5226,2_dots_control,other
86.5018,3.0225,maintenance,other
90.9792,1.0226,response,miss
92.0184,0.4226,grid,other
92.441,1.5226,6_dots_control,other
93.9636,3.0226,maintenance,other
98.441,4.5226,response,miss
102.9802,0.4226,grid,other
103.4028,1.5226,6_dots,other
104.9254,3.0226,maintenance,other
109.4028,3.5226,response,miss
112.9421,0.4226,grid,other
113.3646,1.5226,2_dots_control,other
114.8872,3.0226,maintenance,other
119.3647,1.5226,response,miss
120.9039,0.4226,grid,other
121.3265,1.5226,4_dots_control,other
122.8491,3.0226,maintenance,other
127.3265,1.5226,response,miss
128.8657,0.4226,grid,other
129.2883,1.5226,6_dots,other
130.8109,3.0226,maintenance,other
135.2883,2.5226,response,miss
137.8276,0.4226,grid,other
138.2501,1.5226,4_dots_control,other
139.7727,3.0226,maintenance,other
144.2501,3.5226,response,miss
147.7894,0.4226,grid,other
148.212,1.5226,6_dots_control,other
149.7346,3.0226,maintenance,other
154.212,1.5226,response,miss
155.7512,0.4226,grid,other
156.1738,1.5226,4_dots_control,other
157.6964,3.0226,maintenance,other
162.1738,2.0226,response,miss
164.2131,0.4226,grid,other
164.6357,1.5226,4_dots,other
166.1582,3.0226,maintenance,other
170.6356,4.0226,response,miss
174.6749,0.4226,grid,other
175.0975,1.5226,6_dots,other
176.62,3.0226,maintenance,other
181.0975,6.0226,response,miss
187.1367,0.4226,grid,other
187.5593,1.5226,6_dots_control,other
189.0819,3.0226,maintenance,other
193.5593,3.0226,response,miss
196.5985,0.4226,grid,other
197.0211,1.5226,6_dots_control,other
198.5437,3.0225,maintenance,other
203.0211,2.5226,response,miss
205.5603,0.4226,grid,other
205.9829,1.5226,2_dots,other
207.5055,3.0226,maintenance,other
211.9829,1.5226,response,miss
213.5222,0.4226,grid,other
213.9447,1.5226,4_dots,other
215.4673,3.0226,maintenance,other
219.9447,1.5226,response,miss
221.484,0.4226,grid,other
221.9066,1.5226,4_dots_control,other
223.4291,3.0226,maintenance,other
227.9066,3.5226,response,miss
231.4458,0.4226,grid,other
231.8684,1.5226,4_dots_control,other
233.391,3.0226,maintenance,other
237.8684,2.5226,response,miss
240.4077,0.4226,grid,other
240.8302,1.5226,4_dots,other
242.3528,3.0226,maintenance,other
246.8302,3.0226,response,miss
249.8695,0.4191,grid,other
250.2886,1.5226,2_dots,other
251.8112,3.0226,maintenance,other
256.2921,4.5226,response,miss
260.8313,0.4226,grid,other
261.2539,1.5226,4_dots,other
262.7765,3.0226,maintenance,other
267.2539,4.5226,response,miss
271.7932,0.4226,grid,other
272.2158,1.5226,6_dots_control,other
273.7383,3.0226,maintenance,other
278.2158,3.0226,response,miss
281.255,0.4226,grid,other
281.6776,1.5226,2_dots_control,other
283.2002,3.0226,maintenance,other
287.6776,1.5226,response,miss
289.2168,0.4226,grid,other
289.6394,1.5226,6_dots,other
291.162,3.0226,maintenance,other
295.6394,1.5226,response,miss
297.1787,0.4226,grid,other
297.6013,1.5226,2_dots,other
299.1239,3.0226,maintenance,other
303.6013,5.0226,response,miss
308.6405,0.4226,grid,other
309.0631,1.5226,2_dots,other
310.5856,3.0225,maintenance,other
315.0631,6.0226,response,miss
321.1023,0.4226,grid,other
321.5249,1.5225,4_dots,other
323.0474,3.0225,maintenance,other
327.5249,4.5226,response,miss
332.0641,0.4226,grid,other
332.4867,1.5226,6_dots,other
334.0093,3.0226,maintenance,other
338.4867,4.0226,response,miss
342.526,0.4226,grid,other
342.9485,1.5226,2_dots_control,other
344.4711,3.0226,maintenance,other
348.9485,1.5226,response,miss
350.4878,7.1982,Bfix,other
