"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","exp_stage","which_round","num_click_in_round","num_cards","num_loss_cards","gain_amount","loss_amount","round_points","clicked_on_loss_card","reward","exp_id"
"2011","13","text","0","2013","0.0-0.0","sub-06_sess-03_2","","","","","","","","","","","","","","","","","",""
"1681","89","poldrack-text","1","4712","0.0-1.0","sub-06_sess-03_2","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre index</p></div>","1681","500","fmri_response_test","","","","","","","","","","","","","",""
"322","71","poldrack-text","2","5552","0.0-2.0","sub-06_sess-03_2","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre majeur</p></div>","322","500","fmri_response_test","","","","","","","","","","","","","",""
"2800","32","poldrack-single-stim","3","8871","0.0-3.0","sub-06_sess-03_2","","2800","500","instructions","<div class = centerbox><div class = center-text><font size=""+3"">Essayez d'obtenir autant de points que possible<br><br>Le montant des pertres, le montant du gain et le nombre de cartes de perte peuvent changer a chaque essai<br><br>Index: Prendre autre carte <br>Majeur: Fin de la ronde</font></div></div>","32","2800","","","","","","","","","","",""
"2182","32","poldrack-text","4","11581","0.0-4.0","sub-06_sess-03_2","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","2182","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"54999","84","poldrack-text","5","66581","0.0-5.0","sub-06_sess-03_2","<div class = centerbox><div style='color:red'; class = center-text>+</div></div>","54999","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","6","67588","0.0-6.0","sub-06_sess-03_2","","1000","0","fmri_buffer","","none","1000","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","7","69108","0.0-7.0","sub-06_sess-03_2","","1500","500","test_start_block","<div class = centerbox><div class = center-text>Preparez-vous!</p></div>","none","1500","","","","","","","","","","",""
"1095","89","poldrack-single-stim","8","70732","0.0-8.0-0.0-0.0","sub-06_sess-03_2","","1095","0","stim","<div class = cct-box><div class = titleBigBox>   <div class = titleboxLeft><div class = game-text id = game_round>Tour: 1</div></div>   <div class = titleboxLeft1><div class = game-text id = loss_amount>Pertes: -70</div></div>    <div class = titleboxMiddle1><div class = game-text id = gain_amount>Gains: 12</div></div>    <div class = titlebox><div class = game-text>Combien de cartes voulez-vous prendre? </div></div>     <div class = titleboxRight1><div class = game-text id = num_loss_cards><font size='+3'>Mauveaises Cartes: 1</font></div></div>   <div class = titleboxRight><div class = game-text id = current_round>Points du tour: 0</div></div><div class = cardbox><div class = square><input type='image' id = 1 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 2 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 3 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 4 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 5 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 6 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div></div>","89,71","1095","test","1","1","6","1","12","-70","12","false","",""
"760","89","poldrack-single-stim","9","71502","0.0-8.0-0.1-0.1","sub-06_sess-03_2","","760","0","stim","<div class = cct-box><div class = titleBigBox>   <div class = titleboxLeft><div class = game-text id = game_round>Tour: 1</div></div>   <div class = titleboxLeft1><div class = game-text id = loss_amount>Pertes: -70</div></div>    <div class = titleboxMiddle1><div class = game-text id = gain_amount>Gains: 12</div></div>    <div class = titlebox><div class = game-text>Combien de cartes voulez-vous prendre? </div></div>     <div class = titleboxRight1><div class = game-text id = num_loss_cards><font size='+3'>Mauveaises Cartes: 1</font></div></div>   <div class = titleboxRight><div class = game-text id = current_round>Points du tour: 12</div></div><div class = cardbox><div class = square><input type='image' id = 1 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 2 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 3 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/chosen.png'></div><div class = square><input type='image' id = 4 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 5 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 6 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div></div>","89,71","760","test","1","2","6","1","12","-70","24","false","",""
