2000,sound,bip,True,bip_court.wav
2350,sound,context,false,226_context_21_false_vrai_eninde.wav
10000,sound,bip,True,bip_court.wav
10350,sound,control,false,17_control_20_false_vide_etresont.wav
18000,sound,bip,True,bip_court.wav
18350,sound,arithfact,false,35_arithfact_22_false_vide_vingtdeux.wav
26000,sound,bip,True,bip_court.wav
26350,sound,control,false,186_control_23_false_vide_douceurpoisson.wav
34000,sound,bip,True,bip_court.wav
34350,sound,colorlessg,false,20_colorlessg_17_false_vide_intermediaire.wav
42000,sound,bip,True,bip_court.wav
42350,sound,geomfact,true,148_geomfact_08_true_vide_unangledroit.wav
50000,sound,bip,True,bip_court.wav
50350,sound,arithfact,true,318_arithfact_09_true_vide_quarantecinqest.wav
58000,redtext,empty,True,+
58350,rsvp,arithfact,false,Trente sept est la moitié du nombre cinquante quatre.
66000,redtext,empty,True,+
66350,rsvp,tom,true,Selon les chrétiens fondamentalistes Adam est notre ancêtre.
74000,text,empty,True,+
80000,sound,bip,True,bip_court.wav
80350,sound,general,true,101_general_10_true_vide_noyauatome.wav
88000,sound,bip,True,bip_court.wav
88350,sound,context,true,26_context_17_true_faux_londres.wav
96000,redtext,empty,True,+
96350,rsvp,control,false,Soif échapper concombre vite verre souterrain petit.
104000,sound,bip,True,bip_court.wav
104350,sound,general,false,277_general_28_false_vide_lesdinosauressont.wav
112000,redtext,empty,True,+
112350,rsvp,arithfact,false,La moitié de deux cents vaut trois cent cinquante cinq.
120000,redtext,empty,True,+
120350,rsvp,colorlessg,false,Les vieux sont complexes par les feuilles dans la pierre.
128000,sound,bip,True,bip_court.wav
128350,sound,colorlessg,false,127_colorlessg_08_false_vide_pourleslions.wav
136000,redtext,empty,True,+
136350,rsvp,tom,false,D'après Astérix les romains dominent tous les gaulois.
144000,text,empty,True,+
151000,redtext,empty,True,+
151350,rsvp,geomfact,false,Un hexagone est une figure avec des angles droits.
159000,redtext,empty,True,+
159350,rsvp,colorlessg,false,Les attributions abstraites se plient près de l'idéal.
167000,sound,bip,True,bip_court.wav
167350,sound,general,true,51_general_09_true_vide_flocons.wav
175000,text,empty,True,+
183000,sound,bip,True,bip_court.wav
183350,sound,control,false,271_control_04_false_vide_leselonlaestdes.wav
191000,redtext,empty,True,+
191350,rsvp,control,false,Tourner décide journal antilope pluie effacer assis.
199000,sound,bip,True,bip_court.wav
199350,sound,arithprin,true,80_arithprin_19_true_vide_unnombrenegatif.wav
207000,sound,bip,True,bip_court.wav
207350,sound,tom,true,94_tom_01_true_vrai_darwin.wav
215000,text,empty,True,+
223000,sound,bip,True,bip_court.wav
223350,sound,context,false,207_context_39_false_faux_enindedinar.wav
231000,redtext,empty,True,+
231350,rsvp,context,false,Aux Etats Unis les études universitaires sont gratuites.
239000,redtext,empty,True,+
239350,rsvp,general,true,La baleine est un énorme mammifère qui vit en mer.
247000,sound,bip,True,bip_court.wav
247350,sound,arithfact,false,306_arithfact_21_false_vide_quarantedivisepardeux.wav
255000,sound,bip,True,bip_court.wav
255350,sound,arithfact,true,283_arithfact_03_true_vide_sommedecinquantecinq.wav
263000,redtext,empty,True,+
263350,rsvp,arithfact,true,Le nombre vingt sept divisé par trois donne comme résultat neuf.
271000,sound,bip,True,bip_court.wav
271350,sound,arithprin,true,312_arithprin_08_true_vide_unnombredivise.wav
279000,redtext,empty,True,+
279350,rsvp,geomfact,false,Les points d'un carré sont à égale distance de son centre.
287000,redtext,empty,True,+
287350,rsvp,arithfact,true,La racine carrée de trente six est plus grand que cinq.
295000,sound,bip,True,bip_court.wav
295350,sound,geomfact,false,136_geomfact_34_false_vide_triangleequilateral.wav
303000,redtext,empty,True,+
303350,rsvp,general,true,La mitose est le processus par lequel les cellules se divisent.
311000,text,empty,True,+
317000,sound,bip,True,bip_court.wav
317350,sound,arithprin,false,236_arithprin_35_false_vide_unesommedefractions.wav
325000,redtext,empty,True,+
325350,rsvp,control,false,La après est de des le d'un mon le de pendant il outre.
333000,sound,bip,True,bip_court.wav
333350,sound,arithprin,false,275_arithprin_27_false_vide_leresultatduneaddition.wav
341000,sound,bip,True,bip_court.wav
341350,sound,context,true,300_context_02_true_vrai_auxpaysbas.wav
349000,redtext,empty,True,+
349350,rsvp,control,false,La est alors les par puisque de se près même je eux me.
357000,redtext,empty,True,+
357350,rsvp,tom,false,Selon Gandhi la violence résout tous les problèmes.
365000,redtext,empty,True,+
365350,rsvp,arithprin,false,Soustraire un à un nombre le laisse inchangé.
373000,redtext,empty,True,+
373350,rsvp,colorlessg,false,La sensation est un allumeur qui mange la douleur.
381000,text,empty,True,+
388000,sound,bip,True,bip_court.wav
388350,sound,tom,false,289_tom_32_false_faux_christophecolomb.wav
396000,redtext,empty,True,+
396350,rsvp,arithprin,true,L'addition de nombres positifs est supérieure ou égale à ces nombres.
404000,sound,bip,True,bip_court.wav
404350,sound,colorlessg,false,27_colorlessg_05_false_vide_pourcharger.wav
412000,redtext,empty,True,+
412350,rsvp,tom,true,D'après Galilée la terre a la forme d'une sphère.
420000,redtext,empty,True,+
420350,rsvp,arithprin,false,Le carré d'un nombre négatif est négatif.
428000,sound,bip,True,bip_court.wav
428350,sound,general,false,233_general_35_false_vide_forcedegravitation.wav
436000,redtext,empty,True,+
436350,rsvp,context,true,A Pékin la pollution est un problème majeur.
444000,text,empty,True,+
452000,sound,bip,True,bip_court.wav
452350,sound,tom,true,219_tom_20_true_faux_selontarzan.wav
460000,redtext,empty,True,+
460350,rsvp,context,false,A Paris la Voie Lactée est souvent visible la nuit.
468000,redtext,empty,True,+
468350,rsvp,colorlessg,false,Le colis de l'ombre matérielle est toujours gratuit.
476000,redtext,empty,True,+
476350,rsvp,general,false,La vapeur d'eau se condense uniquement sur les arbres.
484000,redtext,empty,True,+
484350,rsvp,context,true,Dans la mythologie égyptienne le chat incarne un dieu.
492000,sound,bip,True,bip_court.wav
492350,sound,control,false,230_control_34_false_vide_membresinterieur.wav
500000,text,empty,True,+
506000,sound,bip,True,bip_court.wav
506350,sound,geomfact,true,112_geomfact_17_true_vide_diagonaleslosange.wav
514000,sound,bip,True,bip_court.wav
514350,sound,colorlessg,false,296_colorlessg_20_false_vide_unemelancolie.wav
522000,redtext,empty,True,+
522350,rsvp,geomfact,true,Les faces d'un cube sont des carrés.
530000,sound,bip,True,bip_court.wav
530350,sound,tom,false,29_tom_21_false_vrai_mozart.wav
538000,redtext,empty,True,+
538350,rsvp,arithprin,true,Un nombre positif est plus grand qu'un nombre négatif.
546000,sound,bip,True,bip_court.wav
546350,sound,geomfact,false,129_geomfact_28_false_vide_perimetrecercle.wav
554000,redtext,empty,True,+
554350,rsvp,general,false,La planète Terre possède plusieurs satellites naturels.
562000,redtext,empty,True,+
562350,rsvp,geomfact,true,Le périmètre d'un carré est la somme des longueurs des côtés.
570000,text,empty,True,+
